timestamp,emotion_label,s1,s2,s3,s4,s5,s6,s7,s8,muscle_name
1747580917,surprise,8,544,51,29,25,8,39,47,Frontalis
1747580917,surprise,34,48,52,53,31,20,610,16,Orbicularis Oris
1747580917,surprise,54,296,6,7,33,29,304,7,"Frontalis, Orbicularis Oris"
1747580917,surprise,29,347,25,24,29,31,10,36,Frontalis
1747580917,surprise,26,430,16,33,8,54,547,51,"Frontalis, Orbicularis Oris"
1747580917,surprise,49,538,44,6,33,4,500,49,"Frontalis, Orbicularis Oris"
1747580917,surprise,12,571,13,51,11,45,42,22,Frontalis
1747580917,surprise,42,521,55,39,35,16,434,55,"Orbicularis Oris, Frontalis"
1747580917,surprise,51,359,44,25,30,8,590,19,"Frontalis, Orbicularis Oris"
1747580917,surprise,30,553,35,41,38,45,398,49,"Frontalis, Orbicularis Oris"
1747580917,surprise,10,217,33,44,38,48,594,14,"Orbicularis Oris, Frontalis"
1747580917,surprise,32,46,14,36,35,40,183,13,Orbicularis Oris
1747580917,surprise,16,303,18,38,19,28,256,12,"Frontalis, Orbicularis Oris"
1747580917,surprise,17,420,18,7,13,16,501,26,"Frontalis, Orbicularis Oris"
1747580917,surprise,14,531,8,21,32,18,262,23,"Frontalis, Orbicularis Oris"
1747580917,surprise,52,467,32,36,55,55,332,33,"Orbicularis Oris, Frontalis"
1747580917,surprise,22,396,47,10,19,15,26,15,Frontalis
1747580917,surprise,27,355,24,30,51,33,308,52,"Frontalis, Orbicularis Oris"
1747580917,surprise,57,579,53,31,36,37,204,40,"Frontalis, Orbicularis Oris"
1747580917,surprise,33,405,59,8,32,5,197,15,"Orbicularis Oris, Frontalis"
1747580917,surprise,23,366,11,16,39,15,396,45,"Frontalis, Orbicularis Oris"
1747580917,surprise,21,348,34,24,3,39,198,36,"Orbicularis Oris, Frontalis"
1747580917,surprise,14,579,29,21,49,21,393,15,"Orbicularis Oris, Frontalis"
1747580917,surprise,23,282,56,51,3,43,390,48,"Frontalis, Orbicularis Oris"
1747580917,surprise,3,17,21,6,5,37,209,48,Orbicularis Oris
1747580917,surprise,19,273,36,51,20,53,534,43,"Orbicularis Oris, Frontalis"
1747580917,surprise,33,27,4,9,23,38,379,51,Orbicularis Oris
1747580917,surprise,5,538,15,54,39,51,39,18,Frontalis
1747580917,surprise,57,271,35,24,3,41,493,29,"Orbicularis Oris, Frontalis"
1747580917,surprise,7,377,25,41,30,37,52,17,Frontalis
1747580917,surprise,25,34,22,6,32,11,453,15,Orbicularis Oris
1747580917,surprise,48,452,35,6,21,41,298,13,"Frontalis, Orbicularis Oris"
1747580917,surprise,39,595,34,56,8,34,339,38,"Orbicularis Oris, Frontalis"
1747580917,surprise,29,448,34,39,13,13,467,41,"Frontalis, Orbicularis Oris"
1747580917,surprise,26,461,40,18,15,37,589,44,"Frontalis, Orbicularis Oris"
1747580917,surprise,18,554,26,12,42,42,492,14,"Frontalis, Orbicularis Oris"
1747580917,surprise,56,206,55,17,8,44,419,8,"Frontalis, Orbicularis Oris"
1747580917,surprise,30,443,15,29,15,8,27,40,Frontalis
1747580917,surprise,4,362,32,19,20,18,25,31,Frontalis
1747580917,surprise,46,40,34,19,51,19,186,27,Orbicularis Oris
1747580917,surprise,39,207,13,30,36,40,616,11,"Frontalis, Orbicularis Oris"
1747580917,surprise,58,475,25,27,29,41,468,15,"Frontalis, Orbicularis Oris"
1747580917,surprise,46,348,29,11,43,17,231,14,"Frontalis, Orbicularis Oris"
1747580917,surprise,12,311,42,45,20,28,482,43,"Orbicularis Oris, Frontalis"
1747580917,surprise,18,457,33,26,41,52,261,10,"Orbicularis Oris, Frontalis"
1747580917,surprise,34,250,39,40,44,39,595,7,"Frontalis, Orbicularis Oris"
1747580917,surprise,22,47,49,17,32,43,383,16,Orbicularis Oris
1747580917,surprise,50,12,25,55,8,25,544,9,Orbicularis Oris
1747580917,surprise,19,509,52,43,6,37,289,24,"Orbicularis Oris, Frontalis"
1747580917,surprise,27,298,48,30,51,50,302,36,"Frontalis, Orbicularis Oris"
1747580917,surprise,32,472,50,38,32,51,456,21,"Orbicularis Oris, Frontalis"
1747580917,surprise,47,460,46,55,26,4,513,45,"Orbicularis Oris, Frontalis"
1747580917,surprise,41,528,38,28,45,11,7,22,Frontalis
1747580917,surprise,34,475,33,32,53,19,417,23,"Frontalis, Orbicularis Oris"
1747580917,surprise,40,425,52,23,15,22,615,54,"Frontalis, Orbicularis Oris"
1747580917,surprise,22,568,13,26,32,43,310,55,"Frontalis, Orbicularis Oris"
1747580917,surprise,8,450,55,30,15,43,208,54,"Orbicularis Oris, Frontalis"
1747580917,surprise,8,428,10,21,42,38,31,4,Frontalis
1747580917,surprise,13,54,3,29,44,49,232,23,Orbicularis Oris
1747580917,surprise,23,312,0,53,18,55,447,47,"Frontalis, Orbicularis Oris"
1747580917,surprise,8,575,44,16,6,33,24,43,Frontalis
1747580917,surprise,13,535,20,16,33,20,13,36,Frontalis
1747580917,surprise,51,24,53,26,46,44,492,39,Orbicularis Oris
1747580917,surprise,31,19,46,56,44,20,561,30,Orbicularis Oris
1747580917,surprise,42,336,11,38,33,55,25,17,Frontalis
1747580917,surprise,16,28,46,21,5,45,227,51,Orbicularis Oris
1747580917,surprise,36,280,32,35,35,35,22,30,Frontalis
1747580917,surprise,46,18,24,18,7,51,414,42,Orbicularis Oris
1747580917,surprise,25,17,30,54,53,16,234,6,Orbicularis Oris
1747580917,surprise,53,276,54,23,30,15,557,31,"Frontalis, Orbicularis Oris"
1747580917,surprise,24,544,38,34,42,18,477,8,"Orbicularis Oris, Frontalis"
1747580917,surprise,53,443,34,11,16,21,376,24,"Orbicularis Oris, Frontalis"
1747580917,surprise,16,44,44,37,32,45,431,36,Orbicularis Oris
1747580917,surprise,19,208,36,10,18,12,51,55,Frontalis
1747580917,surprise,25,397,15,26,17,22,33,25,Frontalis
1747580917,surprise,10,339,46,44,34,49,200,18,"Orbicularis Oris, Frontalis"
1747580917,surprise,35,595,49,39,31,10,458,19,"Orbicularis Oris, Frontalis"
1747580917,surprise,17,422,8,51,23,39,7,39,Frontalis
1747580917,surprise,32,288,40,24,31,30,398,14,"Orbicularis Oris, Frontalis"
1747580917,surprise,43,375,21,34,39,21,39,21,Frontalis
1747580917,surprise,43,591,37,32,24,21,295,17,"Orbicularis Oris, Frontalis"
1747580917,surprise,13,250,38,56,30,20,257,22,"Orbicularis Oris, Frontalis"
1747580917,surprise,32,270,25,39,50,21,393,39,"Frontalis, Orbicularis Oris"
1747580917,surprise,33,484,33,56,7,13,378,36,"Orbicularis Oris, Frontalis"
1747580917,surprise,16,329,50,30,15,6,45,26,Frontalis
1747580917,surprise,13,579,27,22,24,51,223,20,"Frontalis, Orbicularis Oris"
1747580917,surprise,23,6,52,20,45,20,588,5,Orbicularis Oris
1747580917,surprise,46,394,10,22,43,52,541,57,"Frontalis, Orbicularis Oris"
1747580917,surprise,49,276,23,51,20,31,20,29,Frontalis
1747580917,surprise,19,580,36,42,18,56,258,53,"Frontalis, Orbicularis Oris"
1747580917,surprise,31,24,15,52,41,27,426,9,Orbicularis Oris
1747580917,surprise,22,12,39,36,27,25,558,25,Orbicularis Oris
1747580917,surprise,8,52,38,44,34,43,278,30,Orbicularis Oris
1747580917,surprise,27,238,26,41,19,53,560,3,"Orbicularis Oris, Frontalis"
1747580917,surprise,19,505,49,31,33,43,398,35,"Orbicularis Oris, Frontalis"
1747580917,surprise,18,531,43,27,52,15,506,47,"Orbicularis Oris, Frontalis"
1747580917,surprise,26,13,42,9,20,56,373,8,Orbicularis Oris
1747580917,surprise,28,327,42,38,16,9,510,39,"Frontalis, Orbicularis Oris"
1747580917,surprise,26,213,24,55,34,28,226,30,"Frontalis, Orbicularis Oris"
1747580917,surprise,18,373,44,29,56,17,549,12,"Frontalis, Orbicularis Oris"
1747580917,surprise,35,46,13,55,45,5,255,28,Orbicularis Oris
1747580917,surprise,30,607,34,46,4,16,322,15,"Orbicularis Oris, Frontalis"
1747580917,surprise,6,522,42,5,13,49,323,40,"Orbicularis Oris, Frontalis"
1747580917,surprise,52,516,15,49,48,52,330,10,"Frontalis, Orbicularis Oris"
1747580917,surprise,36,328,10,37,33,16,19,24,Frontalis
1747580917,surprise,4,372,17,12,11,33,257,31,"Orbicularis Oris, Frontalis"
1747580917,surprise,50,232,50,29,46,47,13,6,Frontalis
1747580917,surprise,18,519,27,45,57,48,22,30,Frontalis
1747580917,surprise,40,397,12,32,12,15,622,11,"Orbicularis Oris, Frontalis"
1747580917,surprise,25,426,26,10,51,10,594,50,"Orbicularis Oris, Frontalis"
1747580917,surprise,52,45,25,37,55,53,284,27,Orbicularis Oris
1747580917,surprise,28,528,47,29,13,46,56,16,Frontalis
1747580917,surprise,28,322,21,55,32,42,260,52,"Frontalis, Orbicularis Oris"
1747580917,surprise,47,321,55,6,11,42,399,51,"Frontalis, Orbicularis Oris"
1747580917,surprise,43,341,52,36,23,14,19,19,Frontalis
1747580917,surprise,9,273,46,54,44,40,352,7,"Frontalis, Orbicularis Oris"
1747580917,surprise,13,559,42,8,21,5,602,32,"Frontalis, Orbicularis Oris"
1747580917,surprise,39,238,40,38,18,41,236,8,"Orbicularis Oris, Frontalis"
1747580917,surprise,35,15,45,55,55,37,589,46,Orbicularis Oris
1747580917,surprise,33,260,30,53,37,24,418,56,"Orbicularis Oris, Frontalis"
1747580917,surprise,48,269,38,48,9,55,261,22,"Orbicularis Oris, Frontalis"
1747580917,surprise,7,337,8,42,14,45,27,55,Frontalis
1747580917,surprise,12,457,54,37,35,8,14,33,Frontalis
1747580917,surprise,30,7,12,15,12,11,560,21,Orbicularis Oris
1747580917,surprise,7,494,51,36,30,18,298,29,"Orbicularis Oris, Frontalis"
1747580917,surprise,27,324,42,35,20,29,12,35,Frontalis
1747580917,surprise,32,600,24,34,29,38,486,30,"Frontalis, Orbicularis Oris"
1747580917,surprise,51,385,49,9,54,40,44,40,Frontalis
1747580917,surprise,54,374,13,42,48,16,37,17,Frontalis
1747580917,surprise,40,237,14,12,47,53,307,44,"Frontalis, Orbicularis Oris"
1747580917,surprise,15,11,19,39,38,54,202,39,Orbicularis Oris
1747580917,surprise,17,254,56,7,22,20,606,49,"Orbicularis Oris, Frontalis"
1747580917,surprise,5,594,48,12,54,11,276,6,"Frontalis, Orbicularis Oris"
1747580917,surprise,41,287,48,21,32,20,474,56,"Orbicularis Oris, Frontalis"
1747580917,surprise,20,224,13,42,22,37,43,30,Frontalis
1747580917,surprise,6,618,20,55,3,12,287,33,"Frontalis, Orbicularis Oris"
1747580917,surprise,32,48,22,56,27,42,478,47,Orbicularis Oris
1747580917,surprise,58,295,28,51,30,15,370,40,"Orbicularis Oris, Frontalis"
1747580917,surprise,8,310,35,44,7,36,596,26,"Frontalis, Orbicularis Oris"
1747580917,surprise,7,607,48,27,33,13,626,26,"Orbicularis Oris, Frontalis"
1747580917,surprise,55,231,54,28,48,49,419,49,"Orbicularis Oris, Frontalis"
1747580917,surprise,17,273,44,5,13,55,285,9,"Frontalis, Orbicularis Oris"
1747580917,surprise,7,414,11,20,19,35,344,8,"Orbicularis Oris, Frontalis"
1747580917,surprise,33,45,39,51,25,7,503,23,Orbicularis Oris
1747580917,surprise,39,17,15,10,11,34,224,13,Orbicularis Oris
1747580917,surprise,51,547,52,55,13,10,244,49,"Orbicularis Oris, Frontalis"
1747580917,surprise,15,244,8,53,18,17,7,13,Frontalis
1747580917,surprise,18,507,38,38,26,25,570,19,"Frontalis, Orbicularis Oris"
1747580917,surprise,23,515,35,51,52,42,38,28,Frontalis
1747580917,disgust,16,13,56,284,28,48,40,20,Depressor anguli oris
1747580917,disgust,38,50,213,11,49,48,9,4,Levator labii superioris alaeque nasi
1747580917,disgust,45,30,47,219,31,42,21,54,Depressor anguli oris
1747580917,disgust,33,14,34,478,53,33,27,45,Depressor anguli oris
1747580917,disgust,32,28,391,296,21,12,51,39,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,37,10,323,385,16,8,40,13,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,32,12,619,38,9,57,6,26,Levator labii superioris alaeque nasi
1747580917,disgust,24,11,194,301,40,55,49,31,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,51,56,236,14,18,19,51,45,Levator labii superioris alaeque nasi
1747580917,disgust,36,37,30,592,10,34,41,26,Depressor anguli oris
1747580917,disgust,41,16,382,554,42,8,18,44,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,44,21,35,520,58,17,19,50,Depressor anguli oris
1747580917,disgust,11,22,589,302,32,26,17,37,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,50,11,20,456,43,22,3,31,Depressor anguli oris
1747580917,disgust,52,38,8,353,40,4,46,39,Depressor anguli oris
1747580917,disgust,8,19,611,18,39,22,53,11,Levator labii superioris alaeque nasi
1747580917,disgust,22,5,45,290,52,18,52,14,Depressor anguli oris
1747580917,disgust,13,43,387,14,40,12,20,6,Levator labii superioris alaeque nasi
1747580917,disgust,22,41,449,432,13,35,51,24,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,8,25,52,262,51,27,37,44,Depressor anguli oris
1747580917,disgust,26,42,293,258,34,53,28,53,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,26,12,236,591,57,33,22,44,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,53,49,523,462,21,35,52,31,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,44,20,618,389,11,17,7,7,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,19,53,362,36,41,17,8,45,Levator labii superioris alaeque nasi
1747580917,disgust,8,38,345,489,11,19,17,18,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,52,21,23,431,26,56,21,23,Depressor anguli oris
1747580917,disgust,8,5,227,9,22,13,40,27,Levator labii superioris alaeque nasi
1747580917,disgust,26,51,230,312,52,22,49,21,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,57,34,462,509,7,38,53,22,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,49,28,443,609,6,8,38,10,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,39,44,340,195,22,39,18,33,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,26,20,32,269,40,38,13,27,Depressor anguli oris
1747580917,disgust,43,44,238,540,30,42,35,15,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,14,42,547,551,21,51,36,53,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,46,36,5,205,40,18,23,31,Depressor anguli oris
1747580917,disgust,27,55,193,40,22,43,30,40,Levator labii superioris alaeque nasi
1747580917,disgust,13,42,12,516,5,45,28,54,Depressor anguli oris
1747580917,disgust,26,43,453,51,32,50,46,45,Levator labii superioris alaeque nasi
1747580917,disgust,13,53,207,247,25,48,31,28,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,26,27,9,248,24,8,17,7,Depressor anguli oris
1747580917,disgust,41,48,592,30,48,8,52,49,Levator labii superioris alaeque nasi
1747580917,disgust,46,56,415,573,5,30,14,11,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,23,8,282,364,38,29,20,20,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,52,22,252,40,19,34,29,39,Levator labii superioris alaeque nasi
1747580917,disgust,9,49,254,255,31,33,13,22,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,9,7,55,302,20,37,42,41,Depressor anguli oris
1747580917,disgust,17,16,276,375,19,11,37,37,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,29,40,614,20,15,13,6,27,Levator labii superioris alaeque nasi
1747580917,disgust,48,21,22,490,52,37,13,13,Depressor anguli oris
1747580917,disgust,28,49,608,602,39,25,22,52,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,15,15,34,484,26,45,18,46,Depressor anguli oris
1747580917,disgust,39,26,376,52,19,22,5,29,Levator labii superioris alaeque nasi
1747580917,disgust,4,45,605,462,43,28,7,50,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,4,11,454,520,6,52,21,52,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,49,50,225,571,51,24,18,14,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,45,50,349,8,21,28,18,16,Levator labii superioris alaeque nasi
1747580917,disgust,41,20,5,235,46,21,46,27,Depressor anguli oris
1747580917,disgust,27,10,208,24,53,29,24,53,Levator labii superioris alaeque nasi
1747580917,disgust,33,45,326,3,11,54,52,12,Levator labii superioris alaeque nasi
1747580917,disgust,42,32,285,275,32,21,40,34,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,54,19,331,260,11,55,44,30,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,39,48,310,382,44,32,10,20,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,37,39,597,207,46,49,37,9,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,17,42,236,43,46,11,51,35,Levator labii superioris alaeque nasi
1747580917,disgust,31,13,273,504,55,16,14,18,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,31,44,37,292,13,4,45,15,Depressor anguli oris
1747580917,disgust,8,24,437,410,16,18,53,24,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,27,20,30,503,17,35,10,11,Depressor anguli oris
1747580917,disgust,29,8,459,254,19,16,32,30,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,26,46,208,56,16,32,51,54,Levator labii superioris alaeque nasi
1747580917,disgust,52,14,408,14,49,46,27,13,Levator labii superioris alaeque nasi
1747580917,disgust,41,45,48,305,21,25,23,53,Depressor anguli oris
1747580917,disgust,23,21,622,62,25,42,56,21,Levator labii superioris alaeque nasi
1747580917,disgust,29,36,617,613,29,36,19,19,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,31,42,594,14,34,26,56,37,Levator labii superioris alaeque nasi
1747580917,disgust,51,32,429,55,49,28,15,30,Levator labii superioris alaeque nasi
1747580917,disgust,44,26,528,240,32,7,24,20,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,55,48,617,22,6,14,26,23,Levator labii superioris alaeque nasi
1747580917,disgust,28,25,38,592,8,8,47,12,Depressor anguli oris
1747580917,disgust,53,48,35,533,53,21,36,26,Depressor anguli oris
1747580917,disgust,28,51,466,13,22,21,38,26,Levator labii superioris alaeque nasi
1747580917,disgust,52,19,530,197,11,43,32,27,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,15,25,213,520,25,46,15,26,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,23,30,20,536,32,53,41,50,Depressor anguli oris
1747580917,disgust,20,45,466,446,29,31,53,24,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,34,49,610,18,37,51,23,10,Levator labii superioris alaeque nasi
1747580917,disgust,21,26,188,522,7,55,21,11,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,32,20,23,189,56,28,45,36,Depressor anguli oris
1747580917,disgust,57,14,21,338,22,52,33,4,Depressor anguli oris
1747580917,disgust,9,20,436,43,10,28,36,18,Levator labii superioris alaeque nasi
1747580917,disgust,51,52,287,341,52,47,13,19,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,36,16,215,270,45,5,43,32,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,47,40,347,32,52,35,55,33,Levator labii superioris alaeque nasi
1747580917,disgust,8,54,483,19,27,53,22,54,Levator labii superioris alaeque nasi
1747580917,disgust,40,31,595,599,4,34,30,46,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,13,16,11,484,49,40,44,36,Depressor anguli oris
1747580917,disgust,39,27,272,571,26,30,4,6,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,44,17,29,370,43,7,24,30,Depressor anguli oris
1747580917,disgust,49,22,19,593,12,48,16,7,Depressor anguli oris
1747580917,disgust,12,29,19,286,16,34,30,52,Depressor anguli oris
1747580917,disgust,49,38,46,578,5,5,17,18,Depressor anguli oris
1747580917,disgust,5,21,255,360,26,45,24,40,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,9,36,516,264,31,37,27,39,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,13,27,466,225,36,37,22,29,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,33,26,26,583,23,42,30,20,Depressor anguli oris
1747580917,disgust,31,35,319,332,36,48,34,53,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,37,36,322,42,13,21,21,29,Levator labii superioris alaeque nasi
1747580917,disgust,40,36,298,50,10,30,15,34,Levator labii superioris alaeque nasi
1747580917,disgust,39,28,221,536,58,30,28,18,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,51,50,419,394,29,38,26,24,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,42,28,530,32,37,33,31,41,Levator labii superioris alaeque nasi
1747580917,disgust,54,12,628,13,15,25,21,49,Levator labii superioris alaeque nasi
1747580917,disgust,13,43,281,282,23,34,22,34,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,51,21,228,485,42,32,20,49,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,9,12,366,562,33,22,8,38,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,27,10,474,21,36,45,45,29,Levator labii superioris alaeque nasi
1747580917,disgust,49,20,33,227,8,30,42,42,Depressor anguli oris
1747580917,disgust,38,42,429,37,14,19,27,43,Levator labii superioris alaeque nasi
1747580917,disgust,34,53,52,459,33,44,27,9,Depressor anguli oris
1747580917,disgust,43,39,301,613,36,37,22,11,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,23,42,418,38,48,9,20,52,Levator labii superioris alaeque nasi
1747580917,disgust,16,21,209,282,50,23,13,35,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,33,32,481,475,9,33,42,29,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,31,56,604,24,49,33,39,24,Levator labii superioris alaeque nasi
1747580917,disgust,39,38,560,469,45,43,24,20,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,22,52,223,339,32,50,55,34,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,19,54,245,427,37,50,21,44,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,9,41,475,425,4,41,6,43,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,45,42,239,306,7,27,9,27,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,13,22,604,40,25,11,20,55,Levator labii superioris alaeque nasi
1747580917,disgust,44,51,16,430,26,29,56,54,Depressor anguli oris
1747580917,disgust,40,35,465,238,56,25,33,31,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,38,50,30,423,32,52,36,43,Depressor anguli oris
1747580917,disgust,58,37,578,275,50,42,24,19,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,45,59,40,207,3,37,33,18,Depressor anguli oris
1747580917,disgust,50,10,45,337,12,34,52,5,Depressor anguli oris
1747580917,disgust,33,6,14,544,48,55,44,7,Depressor anguli oris
1747580917,disgust,55,27,55,388,42,44,46,51,Depressor anguli oris
1747580917,disgust,32,17,503,578,25,42,12,25,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,17,17,197,51,12,29,44,58,Levator labii superioris alaeque nasi
1747580917,disgust,19,28,484,47,32,21,5,56,Levator labii superioris alaeque nasi
1747580917,disgust,17,38,359,418,19,43,16,11,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,38,20,53,393,41,41,23,22,Depressor anguli oris
1747580917,disgust,5,54,481,500,23,34,28,49,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,35,39,593,570,18,26,23,9,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,35,39,490,56,46,20,58,35,Levator labii superioris alaeque nasi
1747580917,disgust,12,6,512,20,9,29,38,6,Levator labii superioris alaeque nasi
1747580917,disgust,45,46,233,481,47,56,35,14,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,51,55,273,502,54,7,6,32,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,24,24,8,585,12,49,49,47,Depressor anguli oris
1747580917,disgust,49,43,426,16,53,37,56,21,Levator labii superioris alaeque nasi
1747580917,disgust,36,31,484,345,19,9,27,36,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,28,44,38,595,45,39,21,60,Depressor anguli oris
1747580917,disgust,49,53,389,240,6,35,22,13,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,29,31,202,507,13,17,49,9,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,30,36,269,621,44,14,17,8,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,26,17,278,436,7,12,14,28,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,21,16,22,319,24,16,50,44,Depressor anguli oris
1747580917,disgust,14,53,531,47,18,30,25,22,Levator labii superioris alaeque nasi
1747580917,disgust,31,14,561,56,32,10,28,39,Levator labii superioris alaeque nasi
1747580917,disgust,53,6,332,563,47,21,21,40,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,23,16,280,317,4,40,32,19,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,35,22,606,403,21,53,22,24,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,33,44,282,54,14,45,6,16,Levator labii superioris alaeque nasi
1747580917,disgust,6,6,310,356,21,23,50,16,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,52,41,482,307,52,4,53,48,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,13,32,527,427,45,29,22,36,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,38,55,553,590,53,32,20,26,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,42,49,570,224,53,26,11,20,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,3,29,229,567,24,19,41,55,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,19,9,19,448,26,50,21,40,Depressor anguli oris
1747580917,disgust,25,14,395,8,33,20,33,18,Levator labii superioris alaeque nasi
1747580917,disgust,9,37,548,51,9,55,43,28,Levator labii superioris alaeque nasi
1747580917,disgust,45,12,593,205,29,12,17,28,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,3,27,213,567,39,19,24,35,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,12,13,281,453,50,11,9,41,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,13,24,272,407,9,36,11,27,"Depressor anguli oris, Levator labii superioris alaeque nasi"
1747580917,disgust,19,10,234,390,40,13,19,37,"Levator labii superioris alaeque nasi, Depressor anguli oris"
1747580917,disgust,42,15,272,380,24,17,57,38,"Depressor anguli oris, Levator labii superioris alaeque nasi"
